submitted_by_user_login,submission_timestamp_utc,demographic_age,demographic_country,attention_check_passed,item_id,item_type,description,sentences,combined_text,code_key,entity,seed,descriptor,intensity,all_entities,packet_step,user_sentiment_score,user_sentiment_label,sentence_at_step,new_sentence_for_step,descriptor_for_step,intensity_for_step,mark,marks
anonymous,2025-08-31 5:01:32,,,FALSE,aggregate_medium_13,aggregate_medium,Aggregate packet (5),"[""Once, the program was disastrous."", ""Soon after, it was beneficial."", ""For a while, it was generally good."", ""Recently, it was weak."", ""Now, it is valid.""]","Once, the program was disastrous. Soon after, it was beneficial. For a while, it was generally good. Recently, it was weak. Now, it is valid.",entity[[program_very]]->entity[[program_moderate]]->entity[[program_strong]]->entity[[program_moderate]]->entity[[program_slight]],program,199397,"[""negative"", ""positive"", ""positive"", ""negative"", ""positive""]","[""very"", ""moderate"", ""strong"", ""moderate"", ""slight""]","[""program""]",4,0,Neutral,"Once, the program was disastrous. Soon after, it was beneficial. For a while, it was generally good. Recently, it was weak.","Recently, it was weak.",negative,moderate,Recently,"[""Once"", ""Soon after"", ""For a while"", ""Recently"", ""Now""]"
anonymous,2025-08-31 5:01:32,,,FALSE,aggregate_medium_13,aggregate_medium,Aggregate packet (5),"[""Once, the program was disastrous."", ""Soon after, it was beneficial."", ""For a while, it was generally good."", ""Recently, it was weak."", ""Now, it is valid.""]","Once, the program was disastrous. Soon after, it was beneficial. For a while, it was generally good. Recently, it was weak. Now, it is valid.",entity[[program_very]]->entity[[program_moderate]]->entity[[program_strong]]->entity[[program_moderate]]->entity[[program_slight]],program,199397,"[""negative"", ""positive"", ""positive"", ""negative"", ""positive""]","[""very"", ""moderate"", ""strong"", ""moderate"", ""slight""]","[""program""]",5,0,Neutral,"Once, the program was disastrous. Soon after, it was beneficial. For a while, it was generally good. Recently, it was weak. Now, it is valid.","Now, it is valid.",positive,slight,Now,"[""Once"", ""Soon after"", ""For a while"", ""Recently"", ""Now""]"
anonymous,2025-08-31 5:01:32,,,FALSE,compound_belonging_8,compound_belonging,Intra-sentence opposite belonging,"[""The computer's mouse was truly exceptional, though the computer itself was horrific.""]","The computer's mouse was truly exceptional, though the computer itself was horrific.",parent[[computer_very]]->child[[mouse_strong]],computer,199397,"[""negative"", ""positive""]","[""very"", ""strong""]","[""computer"", ""mouse""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:01:32,,,FALSE,compound_belonging_8,compound_belonging,Intra-sentence opposite belonging,"[""The computer's mouse was truly exceptional, though the computer itself was horrific.""]","The computer's mouse was truly exceptional, though the computer itself was horrific.",parent[[computer_very]]->child[[mouse_strong]],mouse,199397,"[""negative"", ""positive""]","[""very"", ""strong""]","[""computer"", ""mouse""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:01:32,,,FALSE,compound_association_7,compound_association,Intra-sentence opposite polarity association (second valence set),"[""Hayden, the angry person, partnered with Finley, the happy and cheerful person all the time.""]","Hayden, the angry person, partnered with Finley, the happy and cheerful person all the time.",actor[[Hayden_moderate]]+actor[[Finley_very]]->verb[[partnered with_neutral]],Hayden,199397,"[""negative"", ""positive"", ""neutral""]","[""moderate"", ""very"", ""neutral""]","[""Hayden"", ""Finley""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:01:32,,,FALSE,compound_association_7,compound_association,Intra-sentence opposite polarity association (second valence set),"[""Hayden, the angry person, partnered with Finley, the happy and cheerful person all the time.""]","Hayden, the angry person, partnered with Finley, the happy and cheerful person all the time.",actor[[Hayden_moderate]]+actor[[Finley_very]]->verb[[partnered with_neutral]],Finley,199397,"[""negative"", ""positive"", ""neutral""]","[""moderate"", ""very"", ""neutral""]","[""Hayden"", ""Finley""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:01:32,,,FALSE,compound_belonging_9,compound_belonging,Intra-sentence same belonging,"[""The phone is advanced, and its screen is fine.""]","The phone is advanced, and its screen is fine.",parent[[phone_slight]]->child[[screen_slight]],phone,199397,"[""positive"", ""positive""]","[""slight"", ""slight""]","[""phone"", ""screen""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:01:32,,,FALSE,compound_belonging_9,compound_belonging,Intra-sentence same belonging,"[""The phone is advanced, and its screen is fine.""]","The phone is advanced, and its screen is fine.",parent[[phone_slight]]->child[[screen_slight]],screen,199397,"[""positive"", ""positive""]","[""slight"", ""slight""]","[""phone"", ""screen""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:01:36,,,FALSE,compound_association_6,compound_association,Intra-sentence same polarity association (second valence set),"[""Reagan, the horrible and ghastly person, and Logan, the selfish person, walked together every weekend.""]","Reagan, the horrible and ghastly person, and Logan, the selfish person, walked together every weekend.",actor[[Reagan_very]]+actor[[Logan_moderate]]->verb[[walked_neutral]],Reagan,199397,"[""negative"", ""negative"", ""neutral""]","[""very"", ""moderate"", ""neutral""]","[""Reagan"", ""Logan""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:01:36,,,FALSE,compound_association_6,compound_association,Intra-sentence same polarity association (second valence set),"[""Reagan, the horrible and ghastly person, and Logan, the selfish person, walked together every weekend.""]","Reagan, the horrible and ghastly person, and Logan, the selfish person, walked together every weekend.",actor[[Reagan_very]]+actor[[Logan_moderate]]->verb[[walked_neutral]],Logan,199397,"[""negative"", ""negative"", ""neutral""]","[""very"", ""moderate"", ""neutral""]","[""Reagan"", ""Logan""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:01:41,,,FALSE,compound_association_4,compound_association,Intra-sentence opposite direction association,"[""Rowan, the nice person, and Morgan, the abrasive and harsh person, often talked together.""]","Rowan, the nice person, and Morgan, the abrasive and harsh person, often talked together.",actor[[Rowan_moderate]]+actor[[Morgan_moderate]]->verb[[talked_neutral]],Rowan,199397,"[""positive"", ""negative"", ""neutral""]","[""moderate"", ""moderate"", ""neutral""]","[""Rowan"", ""Morgan""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:01:41,,,FALSE,compound_association_4,compound_association,Intra-sentence opposite direction association,"[""Rowan, the nice person, and Morgan, the abrasive and harsh person, often talked together.""]","Rowan, the nice person, and Morgan, the abrasive and harsh person, often talked together.",actor[[Rowan_moderate]]+actor[[Morgan_moderate]]->verb[[talked_neutral]],Morgan,199397,"[""positive"", ""negative"", ""neutral""]","[""moderate"", ""moderate"", ""neutral""]","[""Rowan"", ""Morgan""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:01:50,,,FALSE,compound_action_1,compound_action,"Compound-action pattern ['positive', 'negative', 'negative']","[""Kendall, the polite person, repeatedly corrected Sutton, the naive person.""]","Kendall, the polite person, repeatedly corrected Sutton, the naive person.",actor[[Kendall_slight]]->verb[[repeatedly corrected_slight]]->target[[Sutton_slight]],Kendall,199397,"[""positive"", ""negative"", ""negative""]","[""slight"", ""slight"", ""slight""]","[""Kendall"", ""Sutton""]",,2,Moderately Positive,,,,,,
anonymous,2025-08-31 5:01:50,,,FALSE,compound_action_1,compound_action,"Compound-action pattern ['positive', 'negative', 'negative']","[""Kendall, the polite person, repeatedly corrected Sutton, the naive person.""]","Kendall, the polite person, repeatedly corrected Sutton, the naive person.",actor[[Kendall_slight]]->verb[[repeatedly corrected_slight]]->target[[Sutton_slight]],Sutton,199397,"[""positive"", ""negative"", ""negative""]","[""slight"", ""slight"", ""slight""]","[""Kendall"", ""Sutton""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:01:54,,,FALSE,compound_association_5,compound_association,Intra-sentence same direction association,"[""Spencer, the articulate person, often hung out with Taylor, the well meaning person.""]","Spencer, the articulate person, often hung out with Taylor, the well meaning person.",actor[[Spencer_slight]]+actor[[Taylor_slight]]->verb[[hung out_neutral]],Spencer,199397,"[""positive"", ""positive"", ""neutral""]","[""slight"", ""slight"", ""neutral""]","[""Spencer"", ""Taylor""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:01:54,,,FALSE,compound_association_5,compound_association,Intra-sentence same direction association,"[""Spencer, the articulate person, often hung out with Taylor, the well meaning person.""]","Spencer, the articulate person, often hung out with Taylor, the well meaning person.",actor[[Spencer_slight]]+actor[[Taylor_slight]]->verb[[hung out_neutral]],Taylor,199397,"[""positive"", ""positive"", ""neutral""]","[""slight"", ""slight"", ""neutral""]","[""Spencer"", ""Taylor""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:01:57,,,FALSE,compound_belonging_11,compound_belonging,Intra-sentence same belonging (second valence set),"[""The car is disappointing, and its seat is defective.""]","The car is disappointing, and its seat is defective.",parent[[car_strong]]->child[[seat_moderate]],car,199397,"[""negative"", ""negative""]","[""strong"", ""moderate""]","[""car"", ""seat""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:01:57,,,FALSE,compound_belonging_11,compound_belonging,Intra-sentence same belonging (second valence set),"[""The car is disappointing, and its seat is defective.""]","The car is disappointing, and its seat is defective.",parent[[car_strong]]->child[[seat_moderate]],seat,199397,"[""negative"", ""negative""]","[""strong"", ""moderate""]","[""car"", ""seat""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:02:04,,,FALSE,compound_action_0,compound_action,"Compound-action pattern ['negative', 'negative', 'positive']","[""Jamie, the repulsive and sickening person, angrily mocked Avery, the loving person.""]","Jamie, the repulsive and sickening person, angrily mocked Avery, the loving person.",actor[[Jamie_very]]->verb[[angrily mocked_strong]]->target[[Avery_strong]],Jamie,199397,"[""negative"", ""negative"", ""positive""]","[""very"", ""strong"", ""strong""]","[""Jamie"", ""Avery""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:02:04,,,FALSE,compound_action_0,compound_action,"Compound-action pattern ['negative', 'negative', 'positive']","[""Jamie, the repulsive and sickening person, angrily mocked Avery, the loving person.""]","Jamie, the repulsive and sickening person, angrily mocked Avery, the loving person.",actor[[Jamie_very]]->verb[[angrily mocked_strong]]->target[[Avery_strong]],Avery,199397,"[""negative"", ""negative"", ""positive""]","[""very"", ""strong"", ""strong""]","[""Jamie"", ""Avery""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:02:07,,,FALSE,compound_belonging_10,compound_belonging,Intra-sentence opposite belonging (second valence set),"[""The wall was dreadful, but the house was practical.""]","The wall was dreadful, but the house was practical.",parent[[house_slight]]->child[[wall_very]],house,199397,"[""positive"", ""negative""]","[""slight"", ""very""]","[""house"", ""wall""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:02:07,,,FALSE,compound_belonging_10,compound_belonging,Intra-sentence opposite belonging (second valence set),"[""The wall was dreadful, but the house was practical.""]","The wall was dreadful, but the house was practical.",parent[[house_slight]]->child[[wall_very]],wall,199397,"[""positive"", ""negative""]","[""slight"", ""very""]","[""house"", ""wall""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,calibration_positive,calibration,practice positive,"[""the loving and affectionate person""]",the loving and affectionate person,calibration_pos[[the loving and affectionate person_strong]],the loving and affectionate person,184940,"[""positive""]","[""strong""]","[""the loving and affectionate person""]",,2,Moderately Positive,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,calibration_negative,calibration,practice negative,"[""the repulsive and sickening person""]",the repulsive and sickening person,calibration_neg[[the repulsive and sickening person_very]],the repulsive and sickening person,184940,"[""negative""]","[""very""]","[""the repulsive and sickening person""]",,-2,Moderately Negative,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,compound_action_3,compound_action,"Compound-action pattern ['negative', 'positive', 'negative']","[""Addison, the cynical person, nurtured Riley, the naive person.""]","Addison, the cynical person, nurtured Riley, the naive person.",actor[[Addison_moderate]]->verb[[nurtured_moderate]]->target[[Riley_slight]],Addison,184940,"[""negative"", ""positive"", ""negative""]","[""moderate"", ""moderate"", ""slight""]","[""Addison"", ""Riley""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,compound_action_3,compound_action,"Compound-action pattern ['negative', 'positive', 'negative']","[""Addison, the cynical person, nurtured Riley, the naive person.""]","Addison, the cynical person, nurtured Riley, the naive person.",actor[[Addison_moderate]]->verb[[nurtured_moderate]]->target[[Riley_slight]],Riley,184940,"[""negative"", ""positive"", ""negative""]","[""moderate"", ""moderate"", ""slight""]","[""Addison"", ""Riley""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,compound_action_2,compound_action,"Compound-action pattern ['negative', 'negative', 'negative']","[""Emerson, the angry person, separated Finley, the greedy and grasping person.""]","Emerson, the angry person, separated Finley, the greedy and grasping person.",actor[[Emerson_moderate]]->verb[[separated_slight]]->target[[Finley_slight]],Emerson,184940,"[""negative"", ""negative"", ""negative""]","[""moderate"", ""slight"", ""slight""]","[""Emerson"", ""Finley""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,compound_action_2,compound_action,"Compound-action pattern ['negative', 'negative', 'negative']","[""Emerson, the angry person, separated Finley, the greedy and grasping person.""]","Emerson, the angry person, separated Finley, the greedy and grasping person.",actor[[Emerson_moderate]]->verb[[separated_slight]]->target[[Finley_slight]],Finley,184940,"[""negative"", ""negative"", ""negative""]","[""moderate"", ""slight"", ""slight""]","[""Emerson"", ""Finley""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,compound_belonging_8,compound_belonging,Intra-sentence opposite belonging,"[""The phone's screen was defective, though the phone itself was generally good.""]","The phone's screen was defective, though the phone itself was generally good.",parent[[phone_strong]]->child[[screen_moderate]],phone,184940,"[""positive"", ""negative""]","[""strong"", ""moderate""]","[""phone"", ""screen""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,compound_belonging_8,compound_belonging,Intra-sentence opposite belonging,"[""The phone's screen was defective, though the phone itself was generally good.""]","The phone's screen was defective, though the phone itself was generally good.",parent[[phone_strong]]->child[[screen_moderate]],screen,184940,"[""positive"", ""negative""]","[""strong"", ""moderate""]","[""phone"", ""screen""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,compound_action_1,compound_action,"Compound-action pattern ['positive', 'negative', 'negative']","[""Quinn, the decent and honest person, repeatedly corrected Reagan, the repulsive and sickening person.""]","Quinn, the decent and honest person, repeatedly corrected Reagan, the repulsive and sickening person.",actor[[Quinn_moderate]]->verb[[repeatedly corrected_slight]]->target[[Reagan_very]],Quinn,184940,"[""positive"", ""negative"", ""negative""]","[""moderate"", ""slight"", ""very""]","[""Quinn"", ""Reagan""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,compound_action_1,compound_action,"Compound-action pattern ['positive', 'negative', 'negative']","[""Quinn, the decent and honest person, repeatedly corrected Reagan, the repulsive and sickening person.""]","Quinn, the decent and honest person, repeatedly corrected Reagan, the repulsive and sickening person.",actor[[Quinn_moderate]]->verb[[repeatedly corrected_slight]]->target[[Reagan_very]],Reagan,184940,"[""positive"", ""negative"", ""negative""]","[""moderate"", ""slight"", ""very""]","[""Quinn"", ""Reagan""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,aggregate_short_12,aggregate_short,Aggregate packet (3),"[""At first, the game was unprofessional."", ""However, it was splendid."", ""In the end, it is competent.""]","At first, the game was unprofessional. However, it was splendid. In the end, it is competent.",entity[[game_moderate]]->entity[[game_strong]]->entity[[game_moderate]],game,184940,"[""negative"", ""positive"", ""positive""]","[""moderate"", ""strong"", ""moderate""]","[""game""]",1,1,Slightly Positive,"At first, the game was unprofessional.","At first, the game was unprofessional.",negative,moderate,At first,"[""At first"", ""However"", ""In the end""]"
anonymous,2025-08-31 5:03:28,,,TRUE,aggregate_short_12,aggregate_short,Aggregate packet (3),"[""At first, the game was unprofessional."", ""However, it was splendid."", ""In the end, it is competent.""]","At first, the game was unprofessional. However, it was splendid. In the end, it is competent.",entity[[game_moderate]]->entity[[game_strong]]->entity[[game_moderate]],game,184940,"[""negative"", ""positive"", ""positive""]","[""moderate"", ""strong"", ""moderate""]","[""game""]",2,1,Slightly Positive,"At first, the game was unprofessional. However, it was splendid.","However, it was splendid.",positive,strong,However,"[""At first"", ""However"", ""In the end""]"
anonymous,2025-08-31 5:03:28,,,TRUE,aggregate_short_12,aggregate_short,Aggregate packet (3),"[""At first, the game was unprofessional."", ""However, it was splendid."", ""In the end, it is competent.""]","At first, the game was unprofessional. However, it was splendid. In the end, it is competent.",entity[[game_moderate]]->entity[[game_strong]]->entity[[game_moderate]],game,184940,"[""negative"", ""positive"", ""positive""]","[""moderate"", ""strong"", ""moderate""]","[""game""]",3,0,Neutral,"At first, the game was unprofessional. However, it was splendid. In the end, it is competent.","In the end, it is competent.",positive,moderate,In the end,"[""At first"", ""However"", ""In the end""]"
anonymous,2025-08-31 5:03:28,,,TRUE,compound_association_6,compound_association,Intra-sentence same polarity association (second valence set),"[""Aspen, the loving and affectionate person, and Logan, the neat person, talked together every weekend.""]","Aspen, the loving and affectionate person, and Logan, the neat person, talked together every weekend.",actor[[Aspen_strong]]+actor[[Logan_moderate]]->verb[[talked_neutral]],Aspen,184940,"[""positive"", ""positive"", ""neutral""]","[""strong"", ""moderate"", ""neutral""]","[""Aspen"", ""Logan""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,compound_association_6,compound_association,Intra-sentence same polarity association (second valence set),"[""Aspen, the loving and affectionate person, and Logan, the neat person, talked together every weekend.""]","Aspen, the loving and affectionate person, and Logan, the neat person, talked together every weekend.",actor[[Aspen_strong]]+actor[[Logan_moderate]]->verb[[talked_neutral]],Logan,184940,"[""positive"", ""positive"", ""neutral""]","[""strong"", ""moderate"", ""neutral""]","[""Aspen"", ""Logan""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,compound_association_4,compound_association,Intra-sentence opposite direction association,"[""Avery, the sarcastic person, and Sloane, the articulate person, often walked together.""]","Avery, the sarcastic person, and Sloane, the articulate person, often walked together.",actor[[Avery_slight]]+actor[[Sloane_slight]]->verb[[walked_neutral]],Avery,184940,"[""negative"", ""positive"", ""neutral""]","[""slight"", ""slight"", ""neutral""]","[""Avery"", ""Sloane""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,compound_association_4,compound_association,Intra-sentence opposite direction association,"[""Avery, the sarcastic person, and Sloane, the articulate person, often walked together.""]","Avery, the sarcastic person, and Sloane, the articulate person, often walked together.",actor[[Avery_slight]]+actor[[Sloane_slight]]->verb[[walked_neutral]],Sloane,184940,"[""negative"", ""positive"", ""neutral""]","[""slight"", ""slight"", ""neutral""]","[""Avery"", ""Sloane""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,compound_belonging_10,compound_belonging,Intra-sentence opposite belonging (second valence set),"[""The monitor was beneficial, but the computer was disappointing.""]","The monitor was beneficial, but the computer was disappointing.",parent[[computer_strong]]->child[[monitor_moderate]],computer,184940,"[""negative"", ""positive""]","[""strong"", ""moderate""]","[""computer"", ""monitor""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:28,,,TRUE,compound_belonging_10,compound_belonging,Intra-sentence opposite belonging (second valence set),"[""The monitor was beneficial, but the computer was disappointing.""]","The monitor was beneficial, but the computer was disappointing.",parent[[computer_strong]]->child[[monitor_moderate]],monitor,184940,"[""negative"", ""positive""]","[""strong"", ""moderate""]","[""computer"", ""monitor""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:32,,,TRUE,compound_association_7,compound_association,Intra-sentence opposite polarity association (second valence set),"[""River, the gracious and kind person, partnered with Ellis, the unreliable and careless person all the time.""]","River, the gracious and kind person, partnered with Ellis, the unreliable and careless person all the time.",actor[[River_very]]+actor[[Ellis_strong]]->verb[[partnered with_neutral]],River,184940,"[""positive"", ""negative"", ""neutral""]","[""very"", ""strong"", ""neutral""]","[""River"", ""Ellis""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:32,,,TRUE,compound_association_7,compound_association,Intra-sentence opposite polarity association (second valence set),"[""River, the gracious and kind person, partnered with Ellis, the unreliable and careless person all the time.""]","River, the gracious and kind person, partnered with Ellis, the unreliable and careless person all the time.",actor[[River_very]]+actor[[Ellis_strong]]->verb[[partnered with_neutral]],Ellis,184940,"[""positive"", ""negative"", ""neutral""]","[""very"", ""strong"", ""neutral""]","[""River"", ""Ellis""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:36,,,TRUE,compound_belonging_11,compound_belonging,Intra-sentence same belonging (second valence set),"[""The house is pleasant, and its roof is superb.""]","The house is pleasant, and its roof is superb.",parent[[house_moderate]]->child[[roof_very]],house,184940,"[""positive"", ""positive""]","[""moderate"", ""very""]","[""house"", ""roof""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:36,,,TRUE,compound_belonging_11,compound_belonging,Intra-sentence same belonging (second valence set),"[""The house is pleasant, and its roof is superb.""]","The house is pleasant, and its roof is superb.",parent[[house_moderate]]->child[[roof_very]],roof,184940,"[""positive"", ""positive""]","[""moderate"", ""very""]","[""house"", ""roof""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:43,,,TRUE,compound_belonging_9,compound_belonging,Intra-sentence same belonging,"[""The car is mundane, and its wheel is weak.""]","The car is mundane, and its wheel is weak.",parent[[car_slight]]->child[[wheel_moderate]],car,184940,"[""negative"", ""negative""]","[""slight"", ""moderate""]","[""car"", ""wheel""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:03:43,,,TRUE,compound_belonging_9,compound_belonging,Intra-sentence same belonging,"[""The car is mundane, and its wheel is weak.""]","The car is mundane, and its wheel is weak.",parent[[car_slight]]->child[[wheel_moderate]],wheel,184940,"[""negative"", ""negative""]","[""slight"", ""moderate""]","[""car"", ""wheel""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:04:13,,,TRUE,aggregate_medium_13,aggregate_medium,Aggregate packet (5),"[""First, the laptop was proficient."", ""Second, it was shoddy."", ""Third, it was horrific."", ""Fourth, it was practical."", ""Finally, it is grievous.""]","First, the laptop was proficient. Second, it was shoddy. Third, it was horrific. Fourth, it was practical. Finally, it is grievous.",entity[[laptop_moderate]]->entity[[laptop_moderate]]->entity[[laptop_very]]->entity[[laptop_slight]]->entity[[laptop_strong]],laptop,184940,"[""positive"", ""negative"", ""negative"", ""positive"", ""negative""]","[""moderate"", ""moderate"", ""very"", ""slight"", ""strong""]","[""laptop""]",1,0,Neutral,"First, the laptop was proficient.","First, the laptop was proficient.",positive,moderate,First,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Finally""]"
anonymous,2025-08-31 5:04:13,,,TRUE,aggregate_medium_13,aggregate_medium,Aggregate packet (5),"[""First, the laptop was proficient."", ""Second, it was shoddy."", ""Third, it was horrific."", ""Fourth, it was practical."", ""Finally, it is grievous.""]","First, the laptop was proficient. Second, it was shoddy. Third, it was horrific. Fourth, it was practical. Finally, it is grievous.",entity[[laptop_moderate]]->entity[[laptop_moderate]]->entity[[laptop_very]]->entity[[laptop_slight]]->entity[[laptop_strong]],laptop,184940,"[""positive"", ""negative"", ""negative"", ""positive"", ""negative""]","[""moderate"", ""moderate"", ""very"", ""slight"", ""strong""]","[""laptop""]",2,0,Neutral,"First, the laptop was proficient. Second, it was shoddy.","Second, it was shoddy.",negative,moderate,Second,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Finally""]"
anonymous,2025-08-31 5:04:13,,,TRUE,aggregate_medium_13,aggregate_medium,Aggregate packet (5),"[""First, the laptop was proficient."", ""Second, it was shoddy."", ""Third, it was horrific."", ""Fourth, it was practical."", ""Finally, it is grievous.""]","First, the laptop was proficient. Second, it was shoddy. Third, it was horrific. Fourth, it was practical. Finally, it is grievous.",entity[[laptop_moderate]]->entity[[laptop_moderate]]->entity[[laptop_very]]->entity[[laptop_slight]]->entity[[laptop_strong]],laptop,184940,"[""positive"", ""negative"", ""negative"", ""positive"", ""negative""]","[""moderate"", ""moderate"", ""very"", ""slight"", ""strong""]","[""laptop""]",3,0,Neutral,"First, the laptop was proficient. Second, it was shoddy. Third, it was horrific.","Third, it was horrific.",negative,very,Third,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Finally""]"
anonymous,2025-08-31 5:04:13,,,TRUE,aggregate_medium_13,aggregate_medium,Aggregate packet (5),"[""First, the laptop was proficient."", ""Second, it was shoddy."", ""Third, it was horrific."", ""Fourth, it was practical."", ""Finally, it is grievous.""]","First, the laptop was proficient. Second, it was shoddy. Third, it was horrific. Fourth, it was practical. Finally, it is grievous.",entity[[laptop_moderate]]->entity[[laptop_moderate]]->entity[[laptop_very]]->entity[[laptop_slight]]->entity[[laptop_strong]],laptop,184940,"[""positive"", ""negative"", ""negative"", ""positive"", ""negative""]","[""moderate"", ""moderate"", ""very"", ""slight"", ""strong""]","[""laptop""]",4,0,Neutral,"First, the laptop was proficient. Second, it was shoddy. Third, it was horrific. Fourth, it was practical.","Fourth, it was practical.",positive,slight,Fourth,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Finally""]"
anonymous,2025-08-31 5:04:13,,,TRUE,aggregate_medium_13,aggregate_medium,Aggregate packet (5),"[""First, the laptop was proficient."", ""Second, it was shoddy."", ""Third, it was horrific."", ""Fourth, it was practical."", ""Finally, it is grievous.""]","First, the laptop was proficient. Second, it was shoddy. Third, it was horrific. Fourth, it was practical. Finally, it is grievous.",entity[[laptop_moderate]]->entity[[laptop_moderate]]->entity[[laptop_very]]->entity[[laptop_slight]]->entity[[laptop_strong]],laptop,184940,"[""positive"", ""negative"", ""negative"", ""positive"", ""negative""]","[""moderate"", ""moderate"", ""very"", ""slight"", ""strong""]","[""laptop""]",5,0,Neutral,"First, the laptop was proficient. Second, it was shoddy. Third, it was horrific. Fourth, it was practical. Finally, it is grievous.","Finally, it is grievous.",negative,strong,Finally,"[""First"", ""Second"", ""Third"", ""Fourth"", ""Finally""]"
anonymous,2025-08-31 5:04:19,,,TRUE,compound_action_0,compound_action,"Compound-action pattern ['negative', 'negative', 'positive']","[""Jamie, the selfish person, deceived Casey, the happy and cheerful person.""]","Jamie, the selfish person, deceived Casey, the happy and cheerful person.",actor[[Jamie_moderate]]->verb[[deceived_strong]]->target[[Casey_very]],Jamie,184940,"[""negative"", ""negative"", ""positive""]","[""moderate"", ""strong"", ""very""]","[""Jamie"", ""Casey""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:04:19,,,TRUE,compound_action_0,compound_action,"Compound-action pattern ['negative', 'negative', 'positive']","[""Jamie, the selfish person, deceived Casey, the happy and cheerful person.""]","Jamie, the selfish person, deceived Casey, the happy and cheerful person.",actor[[Jamie_moderate]]->verb[[deceived_strong]]->target[[Casey_very]],Casey,184940,"[""negative"", ""negative"", ""positive""]","[""moderate"", ""strong"", ""very""]","[""Jamie"", ""Casey""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:04:27,,,TRUE,compound_association_5,compound_association,Intra-sentence same direction association,"[""Sutton, the abrasive and harsh person, often hung out with Blake, the abusive and violent person.""]","Sutton, the abrasive and harsh person, often hung out with Blake, the abusive and violent person.",actor[[Sutton_moderate]]+actor[[Blake_strong]]->verb[[hung out_neutral]],Sutton,184940,"[""negative"", ""negative"", ""neutral""]","[""moderate"", ""strong"", ""neutral""]","[""Sutton"", ""Blake""]",,0,Neutral,,,,,,
anonymous,2025-08-31 5:04:27,,,TRUE,compound_association_5,compound_association,Intra-sentence same direction association,"[""Sutton, the abrasive and harsh person, often hung out with Blake, the abusive and violent person.""]","Sutton, the abrasive and harsh person, often hung out with Blake, the abusive and violent person.",actor[[Sutton_moderate]]+actor[[Blake_strong]]->verb[[hung out_neutral]],Blake,184940,"[""negative"", ""negative"", ""neutral""]","[""moderate"", ""strong"", ""neutral""]","[""Sutton"", ""Blake""]",,0,Neutral,,,,,,
